Obs_ID,Date,Year,Month,Month_Name,Day_of_Week,Ticker,Company,Sector,Market_Cap_Category,Open,High,Low,Close,Volume,VWAP,Price_Range,Daily_Return_Pct,Beta,RSI,MA_20,MA_50,BB_Signal,PE_Ratio,Market_Cap_Billions,Dividend_Yield,Market_Regime,Trading_Signal,Price_Up
2808,2022-01-31,2022,01,January,Monday,JNJ,Johnson & Johnson,Healthcare,Large Cap,244.64,247.99,243.81,247.52,5660632,246.66,4.18,1.1777,0.7,49.47,245.49,253.99,Above,30.96,2072.83,0.9912,Bear,Buy,1
2809,2022-01-31,2022,01,January,Monday,PFE,Pfizer Inc.,Healthcare,Mid Cap,51.75,52.57,51.33,52.39,4288162,52.18,1.24,1.2409,0.7,49.93,51.42,51.22,Above,12.77,321.25,2.5367,Bear,Buy,1
2810,2022-01-31,2022,01,January,Monday,WMT,Walmart Inc.,Consumer Staples,Large Cap,161.25,161.26,157.52,158.85,5793188,159.05,3.74,-1.4902,0.6,53.84,160.47,161.79,Below,24.9,924.77,1.457,Bear,Sell,0
2811,2022-02-01,2022,02,February,Tuesday,AAPL,Apple Inc.,Technology,Large Cap,205.16,205.72,204.66,205.38,5607560,205.06,1.06,0.1064,1.3,51.31,211.54,213.59,Below,14.84,2146.78,0.5576,Bear,Hold,1
2812,2022-02-01,2022,02,February,Tuesday,MSFT,Microsoft Corp.,Technology,Large Cap,297.88,298.7,297.62,298.07,6823018,298.09,1.08,0.0653,1.3,45.03,299.8,303.86,Below,29.5,2761.58,0.5834,Bear,Hold,1
2813,2022-02-01,2022,02,February,Tuesday,GOOGL,Alphabet Inc.,Technology,Large Cap,5652.61,5682.44,5632.06,5675.07,4937537,5664.3,50.38,0.3973,1.3,50.83,5630.77,5790.87,Above,29.58,49001.56,0.7739,Bear,Buy,1
2814,2022-02-01,2022,02,February,Tuesday,AMZN,Amazon.com Inc.,Consumer Discretionary,Large Cap,3701.77,3707.8,3688.9,3690.84,5065794,3698.22,18.9,-0.2954,1.2,50.38,3723.47,3519.34,Below,18.82,23784.88,0.5477,Bear,Hold,0
2815,2022-02-01,2022,02,February,Tuesday,JPM,JPMorgan Chase,Financials,Large Cap,196.6,197.97,195.89,197.45,3363590,197.08,2.08,0.4317,1.1,49.84,197.08,200.76,Above,24.57,1574.68,3.69,Bear,Buy,1
2816,2022-02-01,2022,02,February,Tuesday,BAC,Bank of America,Financials,Large Cap,45.49,46.22,45.25,46.14,8528670,45.91,0.97,1.4179,1.1,58.83,46.32,46.47,Below,27.36,360.81,2.3817,Bear,Buy,1
2817,2022-02-01,2022,02,February,Tuesday,XOM,ExxonMobil Corp.,Energy,Large Cap,98.7,100.8,98.25,100.21,4647379,99.76,2.55,1.5341,0.9,49.89,99.11,98.9,Above,26.05,823.45,1.9703,Bear,Strong Buy,1
2818,2022-02-01,2022,02,February,Tuesday,JNJ,Johnson & Johnson,Healthcare,Large Cap,247.52,254.26,246.45,251.97,6293000,250.73,7.81,1.7978,0.7,60.26,249.42,253.86,Above,31.49,2372.87,0.6677,Bear,Strong Buy,1
2819,2022-02-01,2022,02,February,Tuesday,PFE,Pfizer Inc.,Healthcare,Mid Cap,52.39,52.45,51.34,51.36,5081045,51.74,1.11,-1.9727,0.7,44.58,50.99,50.94,Above,28.37,383.8,0.6328,Bear,Strong Sell,0
2820,2022-02-01,2022,02,February,Tuesday,WMT,Walmart Inc.,Consumer Staples,Large Cap,158.85,161.03,157.74,160.76,6164887,160.01,3.29,1.203,0.6,52.5,163.33,163.04,Below,24.03,1265.2,1.8251,Bear,Buy,1
2821,2022-02-02,2022,02,February,Wednesday,AAPL,Apple Inc.,Technology,Large Cap,205.38,207.96,204.89,207.8,4199147,206.97,3.07,1.1786,1.3,55.45,206.28,208.47,Above,28.24,1411.9,0.645,Bear,Buy,1
2822,2022-02-02,2022,02,February,Wednesday,MSFT,Microsoft Corp.,Technology,Large Cap,298.07,298.15,295.39,296.18,6707255,296.49,2.76,-0.635,1.3,50.58,293.84,297.26,Above,30.61,2479.77,0.2661,Bear,Sell,0
2823,2022-02-02,2022,02,February,Wednesday,GOOGL,Alphabet Inc.,Technology,Large Cap,5675.07,5698.46,5644.14,5652.93,5119076,5665.83,54.32,-0.3902,1.3,52.43,5601.92,5650.08,Above,9.63,41625.55,0.2049,Bear,Sell,0
2824,2022-02-02,2022,02,February,Wednesday,AMZN,Amazon.com Inc.,Consumer Discretionary,Large Cap,3690.84,3692.07,3649.09,3665.42,5375138,3670.11,42.98,-0.6888,1.2,48.82,3702.68,3792.86,Below,31.6,32256.34,0.7766,Bear,Sell,0
2825,2022-02-02,2022,02,February,Wednesday,JPM,JPMorgan Chase,Financials,Large Cap,197.45,198.23,194.2,196.15,3445372,196.46,4.03,-0.6592,1.1,44.8,195.19,194.97,Above,19.52,1374.93,0.94,Bear,Sell,0
2826,2022-02-02,2022,02,February,Wednesday,BAC,Bank of America,Financials,Large Cap,46.14,46.2,45.37,45.52,1412334,45.73,0.83,-1.3437,1.1,42.19,45.29,45.59,Above,18.72,384.46,1.7342,Bear,Sell,0
2827,2022-02-02,2022,02,February,Wednesday,XOM,ExxonMobil Corp.,Energy,Large Cap,100.21,101.1,100.19,101.0,5177228,100.86,0.91,0.7904,0.9,51.58,103.51,101.76,Below,14.01,708.08,0.2992,Bear,Buy,1
2828,2022-02-02,2022,02,February,Wednesday,JNJ,Johnson & Johnson,Healthcare,Large Cap,251.97,252.22,250.92,251.29,5260987,251.56,1.3,-0.2715,0.7,38.45,249.87,256.09,Above,11.1,1992.11,2.3902,Bear,Hold,0
2829,2022-02-02,2022,02,February,Wednesday,PFE,Pfizer Inc.,Healthcare,Mid Cap,51.36,52.04,51.17,51.96,4749810,51.75,0.87,1.1727,0.7,56.86,51.9,52.04,Above,31.95,396.5,0.7589,Bear,Buy,1
2830,2022-02-02,2022,02,February,Wednesday,WMT,Walmart Inc.,Consumer Staples,Large Cap,160.76,161.44,160.47,160.5,4997147,160.95,0.97,-0.1631,0.6,39.8,163.52,165.2,Below,24.26,1546.63,0.415,Bear,Hold,0
2831,2022-02-03,2022,02,February,Thursday,AAPL,Apple Inc.,Technology,Large Cap,207.8,212.29,205.64,211.11,6101551,209.67,6.65,1.5924,1.3,56.55,212.32,206.73,Below,21.55,1268.5,0.0709,Bear,Strong Buy,1
2832,2022-02-03,2022,02,February,Thursday,MSFT,Microsoft Corp.,Technology,Large Cap,296.18,296.98,293.55,295.77,6944214,295.23,3.43,-0.1372,1.3,44.42,293.77,282.32,Above,29.82,1944.88,0.4286,Bear,Hold,0
2833,2022-02-03,2022,02,February,Thursday,GOOGL,Alphabet Inc.,Technology,Large Cap,5652.93,5737.77,5647.11,5723.7,5784059,5697.59,90.66,1.252,1.3,50.2,5708.85,5349.3,Above,25.9,39517.87,0.5096,Bear,Buy,1
2834,2022-02-03,2022,02,February,Thursday,AMZN,Amazon.com Inc.,Consumer Discretionary,Large Cap,3665.42,3678.09,3658.82,3663.58,3188383,3672.02,19.27,-0.0503,1.2,54.06,3690.56,3670.67,Below,19.86,28872.44,0.3851,Bear,Hold,0
2835,2022-02-03,2022,02,February,Thursday,JPM,JPMorgan Chase,Financials,Large Cap,196.15,197.5,189.97,190.75,8309420,193.0,7.53,-2.7524,1.1,42.93,192.61,183.77,Below,32.16,1597.19,1.2705,Bear,Strong Sell,0
2836,2022-02-03,2022,02,February,Thursday,BAC,Bank of America,Financials,Large Cap,45.52,45.85,44.81,44.97,7803297,45.1,1.04,-1.2039,1.1,44.69,45.36,45.65,Below,17.45,291.83,0.1581,Bear,Sell,0
2837,2022-02-03,2022,02,February,Thursday,XOM,ExxonMobil Corp.,Energy,Large Cap,101.0,103.59,100.69,103.54,6319829,102.61,2.9,2.5166,0.9,58.26,101.36,102.66,Above,14.62,930.37,1.3427,Bear,Strong Buy,1
2838,2022-02-03,2022,02,February,Thursday,JNJ,Johnson & Johnson,Healthcare,Large Cap,251.29,252.91,247.91,248.81,3136327,250.1,5.0,-0.9878,0.7,56.36,247.85,242.81,Above,13.22,2047.96,1.2342,Bear,Sell,0
2839,2022-02-03,2022,02,February,Thursday,PFE,Pfizer Inc.,Healthcare,Mid Cap,51.96,52.05,51.21,51.43,3479917,51.63,0.84,-1.0277,0.7,48.04,51.94,51.09,Below,30.62,324.21,2.0881,Bear,Sell,0
2840,2022-02-03,2022,02,February,Thursday,WMT,Walmart Inc.,Consumer Staples,Large Cap,160.5,162.47,159.99,161.4,6902236,161.36,2.48,0.561,0.6,54.83,161.88,165.46,Below,34.24,1143.17,0.6515,Bear,Buy,1
2841,2022-02-04,2022,02,February,Friday,AAPL,Apple Inc.,Technology,Large Cap,211.11,213.01,209.98,212.37,2424134,211.88,3.03,0.5988,1.3,57.0,207.88,219.19,Above,31.05,1218.69,0.6037,Bear,Buy,1
2842,2022-02-04,2022,02,February,Friday,MSFT,Microsoft Corp.,Technology,Large Cap,295.77,295.87,284.23,285.42,8287844,288.13,11.64,-3.4977,1.3,42.75,284.55,269.87,Above,24.34,2379.46,0.2986,Bear,Strong Sell,0
2843,2022-02-04,2022,02,February,Friday,GOOGL,Alphabet Inc.,Technology,Large Cap,5723.7,5736.44,5630.43,5658.12,3264190,5681.45,106.01,-1.1458,1.3,40.58,5419.9,5691.19,Above,20.85,35764.03,0.938,Bear,Sell,0
2844,2022-02-04,2022,02,February,Friday,AMZN,Amazon.com Inc.,Consumer Discretionary,Large Cap,3663.58,3716.85,3656.23,3684.33,6147502,3692.07,60.62,0.5663,1.2,47.53,3758.87,3629.41,Below,28.78,20912.6,0.5833,Bear,Buy,1
2845,2022-02-04,2022,02,February,Friday,JPM,JPMorgan Chase,Financials,Large Cap,190.75,190.89,185.77,185.96,5027736,187.69,5.12,-2.5109,1.1,42.27,180.23,185.13,Above,16.83,1226.55,1.6288,Bear,Strong Sell,0
2846,2022-02-04,2022,02,February,Friday,BAC,Bank of America,Financials,Large Cap,44.97,45.04,44.49,44.71,6953925,44.74,0.55,-0.5756,1.1,53.72,45.49,44.55,Below,18.95,317.2,3.3294,Bear,Sell,0
2847,2022-02-04,2022,02,February,Friday,XOM,ExxonMobil Corp.,Energy,Large Cap,103.54,104.04,101.58,102.44,4731553,102.61,2.46,-1.0668,0.9,42.1,102.1,99.73,Above,18.48,820.56,1.0,Bear,Sell,0
2848,2022-02-04,2022,02,February,Friday,JNJ,Johnson & Johnson,Healthcare,Large Cap,248.81,249.02,247.1,247.68,5733052,247.76,1.92,-0.4535,0.7,38.67,243.32,251.34,Above,33.66,2525.83,1.7635,Bear,Sell,0
2849,2022-02-04,2022,02,February,Friday,PFE,Pfizer Inc.,Healthcare,Mid Cap,51.43,51.67,51.13,51.26,5718855,51.4,0.54,-0.3274,0.7,47.51,50.78,53.19,Above,31.28,356.83,1.5757,Bear,Sell,0
2850,2022-02-04,2022,02,February,Friday,WMT,Walmart Inc.,Consumer Staples,Large Cap,161.4,161.98,158.97,159.74,7705509,160.2,3.01,-1.0315,0.6,41.29,159.98,163.29,Below,20.89,1497.17,1.7042,Bear,Sell,0
2851,2022-02-07,2022,02,February,Monday,AAPL,Apple Inc.,Technology,Large Cap,212.37,213.68,210.81,211.43,4895270,211.87,2.87,-0.443,1.3,48.61,208.42,209.5,Above,31.51,1356.33,0.4278,Bear,Sell,0
2852,2022-02-07,2022,02,February,Monday,MSFT,Microsoft Corp.,Technology,Large Cap,285.42,291.05,284.98,289.61,6191173,288.68,6.07,1.4694,1.3,52.58,288.75,284.3,Above,17.45,1799.61,1.0985,Bear,Buy,1
2853,2022-02-07,2022,02,February,Monday,GOOGL,Alphabet Inc.,Technology,Large Cap,5658.12,5732.94,5652.03,5704.47,7966470,5699.55,80.91,0.8191,1.3,48.44,5710.71,5498.54,Below,16.61,65937.17,0.3765,Bear,Buy,1
2854,2022-02-07,2022,02,February,Monday,AMZN,Amazon.com Inc.,Consumer Discretionary,Large Cap,3684.33,3712.62,3650.73,3653.82,6622470,3673.87,61.89,-0.8282,1.2,49.83,3666.58,3629.31,Below,31.43,27086.79,0.7524,Bear,Sell,0
2855,2022-02-07,2022,02,February,Monday,JPM,JPMorgan Chase,Financials,Large Cap,185.96,185.98,182.82,183.42,6320491,183.86,3.16,-1.3634,1.1,53.83,188.01,192.75,Below,31.08,1787.33,0.206,Bear,Sell,0
2856,2022-02-07,2022,02,February,Monday,BAC,Bank of America,Financials,Large Cap,44.71,44.88,44.49,44.79,6115210,44.68,0.39,0.1861,1.1,47.44,45.35,45.43,Below,20.84,367.97,1.8497,Bear,Hold,1
2857,2022-02-07,2022,02,February,Monday,XOM,ExxonMobil Corp.,Energy,Large Cap,102.44,102.63,100.12,100.4,1232691,101.09,2.51,-1.9956,0.9,38.2,99.71,102.66,Above,25.33,695.08,2.5159,Bear,Strong Sell,0
2858,2022-02-07,2022,02,February,Monday,JNJ,Johnson & Johnson,Healthcare,Large Cap,247.68,247.93,244.64,246.4,7587228,246.47,3.29,-0.5187,0.7,51.24,246.6,236.2,Below,26.1,1462.38,1.6819,Bear,Sell,0
2859,2022-02-07,2022,02,February,Monday,PFE,Pfizer Inc.,Healthcare,Mid Cap,51.26,51.58,50.47,50.74,8524423,51.03,1.11,-1.0189,0.7,47.03,51.02,49.31,Below,32.93,332.64,0.0559,Bear,Sell,0
2860,2022-02-07,2022,02,February,Monday,WMT,Walmart Inc.,Consumer Staples,Large Cap,159.74,160.02,157.0,157.34,7620885,158.37,3.02,-1.5019,0.6,42.89,156.07,148.11,Above,31.32,1308.79,2.1633,Bear,Strong Sell,0
2861,2022-02-08,2022,02,February,Tuesday,AAPL,Apple Inc.,Technology,Large Cap,211.43,212.03,207.68,208.12,2373341,209.28,4.35,-1.5676,1.3,43.83,210.97,210.29,Below,26.16,1983.54,0.4568,Bear,Strong Sell,0
2862,2022-02-08,2022,02,February,Tuesday,MSFT,Microsoft Corp.,Technology,Large Cap,289.61,291.61,288.39,288.78,5987759,289.72,3.22,-0.2877,1.3,45.21,286.78,295.49,Above,34.2,3125.11,1.0488,Bear,Hold,0
2863,2022-02-08,2022,02,February,Tuesday,GOOGL,Alphabet Inc.,Technology,Large Cap,5704.47,5713.91,5573.57,5587.81,3841506,5630.76,140.34,-2.045,1.3,47.44,5696.09,5576.53,Below,24.7,46511.57,0.3929,Bear,Strong Sell,0
2864,2022-02-08,2022,02,February,Tuesday,AMZN,Amazon.com Inc.,Consumer Discretionary,Large Cap,3653.82,3661.18,3543.03,3544.86,8394322,3589.88,118.15,-2.9821,1.2,35.24,3583.39,3353.14,Below,28.09,24790.16,0.3102,Bear,Strong Sell,0
2865,2022-02-08,2022,02,February,Tuesday,JPM,JPMorgan Chase,Financials,Large Cap,183.42,183.64,177.95,178.02,7613639,179.47,5.69,-2.9454,1.1,26.83,176.78,183.56,Above,28.34,1443.21,1.1211,Bear,Strong Sell,0
2866,2022-02-08,2022,02,February,Tuesday,BAC,Bank of America,Financials,Large Cap,44.79,44.88,44.29,44.31,8354304,44.52,0.59,-1.0817,1.1,48.35,44.65,43.96,Below,18.8,297.43,0.8659,Bear,Sell,0
2867,2022-02-08,2022,02,February,Tuesday,XOM,ExxonMobil Corp.,Energy,Large Cap,100.4,100.93,99.84,99.98,3082333,100.31,1.09,-0.4154,0.9,55.71,101.23,101.64,Below,21.51,880.22,2.6186,Bear,Sell,0
2868,2022-02-08,2022,02,February,Tuesday,JNJ,Johnson & Johnson,Healthcare,Large Cap,246.4,246.77,241.79,241.97,4980368,243.2,4.98,-1.7989,0.7,54.61,242.39,239.82,Below,35.21,1620.04,2.2358,Bear,Strong Sell,0
2869,2022-02-08,2022,02,February,Tuesday,PFE,Pfizer Inc.,Healthcare,Mid Cap,50.74,51.0,49.72,49.82,4480777,50.11,1.28,-1.8053,0.7,38.43,49.53,49.6,Above,20.2,431.3,0.4867,Bear,Strong Sell,0
2870,2022-02-08,2022,02,February,Tuesday,WMT,Walmart Inc.,Consumer Staples,Large Cap,157.34,158.8,156.75,157.78,3458578,157.88,2.05,0.2776,0.6,53.29,153.08,154.07,Above,24.5,1377.14,1.5722,Bear,Hold,1
2871,2022-02-09,2022,02,February,Wednesday,AAPL,Apple Inc.,Technology,Large Cap,208.12,212.64,206.88,211.85,5243817,210.24,5.76,1.7913,1.3,59.34,212.45,214.35,Below,30.04,1435.6,0.8704,Bear,Strong Buy,1
2872,2022-02-09,2022,02,February,Wednesday,MSFT,Microsoft Corp.,Technology,Large Cap,288.78,295.64,286.9,294.6,7943410,292.44,8.74,2.016,1.3,58.26,292.98,288.2,Above,18.53,2233.65,0.7431,Bear,Strong Buy,1
2873,2022-02-09,2022,02,February,Wednesday,GOOGL,Alphabet Inc.,Technology,Large Cap,5587.81,5605.7,5512.64,5534.01,5077646,5547.72,93.06,-0.9628,1.3,50.28,5626.77,5611.68,Below,6.55,48759.65,0.3169,Bear,Sell,0
2874,2022-02-09,2022,02,February,Wednesday,AMZN,Amazon.com Inc.,Consumer Discretionary,Large Cap,3544.86,3567.14,3508.31,3527.71,4243247,3538.66,58.83,-0.4838,1.2,52.71,3560.48,3658.39,Below,21.68,12589.14,0.0363,Bear,Sell,0
2875,2022-02-09,2022,02,February,Wednesday,JPM,JPMorgan Chase,Financials,Large Cap,178.02,179.41,177.81,179.31,6000469,178.63,1.6,0.7249,1.1,43.46,180.09,180.24,Below,23.28,1568.81,2.1499,Bear,Buy,1
2876,2022-02-09,2022,02,February,Wednesday,BAC,Bank of America,Financials,Large Cap,44.31,44.84,44.1,44.62,6239362,44.5,0.74,0.6925,1.1,53.63,45.08,44.58,Below,23.77,454.45,2.6709,Bear,Buy,1
2877,2022-02-09,2022,02,February,Wednesday,XOM,ExxonMobil Corp.,Energy,Large Cap,99.98,102.43,99.23,101.79,8513359,101.11,3.2,1.8132,0.9,55.74,101.91,106.22,Below,29.38,819.59,1.5296,Bear,Strong Buy,1
2878,2022-02-09,2022,02,February,Wednesday,JNJ,Johnson & Johnson,Healthcare,Large Cap,241.97,247.17,241.23,247.13,6165484,245.43,5.94,2.1327,0.7,59.22,240.67,245.63,Above,25.32,2050.43,0.3999,Bear,Strong Buy,1
2879,2022-02-09,2022,02,February,Wednesday,PFE,Pfizer Inc.,Healthcare,Mid Cap,49.82,50.11,49.54,49.73,3409597,49.74,0.57,-0.1794,0.7,46.14,48.69,47.63,Above,17.82,431.12,1.2437,Bear,Hold,0
2880,2022-02-09,2022,02,February,Wednesday,WMT,Walmart Inc.,Consumer Staples,Large Cap,157.78,159.15,157.47,157.9,6193122,158.04,1.68,0.0749,0.6,51.17,158.4,156.45,Below,20.94,1168.64,2.6788,Bear,Hold,1
2881,2022-02-10,2022,02,February,Thursday,AAPL,Apple Inc.,Technology,Large Cap,211.85,216.98,210.19,216.42,5590861,214.59,6.79,2.1565,1.3,52.98,210.91,216.65,Above,12.33,1007.37,0.5292,Bear,Strong Buy,1
2882,2022-02-10,2022,02,February,Thursday,MSFT,Microsoft Corp.,Technology,Large Cap,294.6,300.68,293.53,299.38,5557142,297.98,7.15,1.6232,1.3,59.08,303.0,294.09,Below,33.94,1146.3,0.3291,Bear,Strong Buy,1
2883,2022-02-10,2022,02,February,Thursday,GOOGL,Alphabet Inc.,Technology,Large Cap,5534.01,5649.89,5463.59,5615.1,3204474,5579.78,186.3,1.4653,1.3,54.57,5481.99,5507.6,Above,21.59,49163.42,0.8509,Bear,Buy,1
2884,2022-02-10,2022,02,February,Thursday,AMZN,Amazon.com Inc.,Consumer Discretionary,Large Cap,3527.71,3640.04,3523.0,3628.92,4216444,3598.6,117.04,2.8691,1.2,63.17,3657.97,3755.16,Below,32.6,37959.95,0.1987,Bear,Strong Buy,1
2885,2022-02-10,2022,02,February,Thursday,JPM,JPMorgan Chase,Financials,Large Cap,179.31,183.02,179.11,181.52,5580178,181.17,3.91,1.2351,1.1,58.02,186.57,175.49,Below,39.19,1480.91,0.9264,Bear,Buy,1
2886,2022-02-10,2022,02,February,Thursday,BAC,Bank of America,Financials,Large Cap,44.62,44.69,44.56,44.66,4768368,44.68,0.13,0.0878,1.1,52.82,44.28,44.32,Above,29.55,378.51,1.5044,Bear,Hold,1
2887,2022-02-10,2022,02,February,Thursday,XOM,ExxonMobil Corp.,Energy,Large Cap,101.79,104.97,101.42,104.9,8760734,103.49,3.55,3.0602,0.9,59.59,104.9,104.61,Below,25.11,510.2,0.8548,Bear,Strong Buy,1
2888,2022-02-10,2022,02,February,Thursday,JNJ,Johnson & Johnson,Healthcare,Large Cap,247.13,253.31,246.39,252.56,3992650,250.82,6.92,2.1989,0.7,51.72,253.4,245.73,Below,12.52,2003.5,0.3234,Bear,Strong Buy,1
2889,2022-02-10,2022,02,February,Thursday,PFE,Pfizer Inc.,Healthcare,Mid Cap,49.73,50.76,49.27,50.72,7500578,50.15,1.49,1.9947,0.7,51.66,51.53,51.43,Below,15.91,401.85,0.8557,Bear,Strong Buy,1
2890,2022-02-10,2022,02,February,Thursday,WMT,Walmart Inc.,Consumer Staples,Large Cap,157.9,162.3,157.4,161.08,5194957,160.36,4.9,2.011,0.6,65.16,161.32,162.07,Below,23.6,1368.39,1.2107,Bear,Strong Buy,1
2891,2022-02-11,2022,02,February,Friday,AAPL,Apple Inc.,Technology,Large Cap,216.42,221.4,215.31,220.1,7702988,219.03,6.09,1.7004,1.3,54.05,216.92,216.41,Above,18.43,2172.9,1.0384,Bear,Strong Buy,1
2892,2022-02-11,2022,02,February,Friday,MSFT,Microsoft Corp.,Technology,Large Cap,299.38,303.39,298.86,302.28,4103336,301.83,4.53,0.9676,1.3,57.13,300.84,305.0,Above,25.56,2492.8,1.1194,Bear,Buy,1
2893,2022-02-11,2022,02,February,Friday,GOOGL,Alphabet Inc.,Technology,Large Cap,5615.1,5721.36,5613.51,5714.33,7721153,5679.82,107.85,1.7672,1.3,46.11,5736.36,5558.55,Below,27.2,45117.16,0.3429,Bear,Strong Buy,1
2894,2022-02-11,2022,02,February,Friday,AMZN,Amazon.com Inc.,Consumer Discretionary,Large Cap,3628.92,3633.03,3581.59,3589.44,4147056,3598.0,51.44,-1.088,1.2,48.04,3606.39,3736.22,Below,30.48,21306.84,0.4311,Bear,Sell,0
2895,2022-02-11,2022,02,February,Friday,JPM,JPMorgan Chase,Financials,Large Cap,181.52,184.13,180.65,182.93,7945103,182.43,3.48,0.7764,1.1,45.0,184.37,179.7,Below,34.53,1853.69,1.9285,Bear,Buy,1
2896,2022-02-11,2022,02,February,Friday,BAC,Bank of America,Financials,Large Cap,44.66,45.26,44.23,45.26,3136811,44.95,1.03,1.3477,1.1,44.83,45.28,46.13,Below,27.92,387.09,1.0437,Bear,Buy,1
2897,2022-02-11,2022,02,February,Friday,XOM,ExxonMobil Corp.,Energy,Large Cap,104.9,106.37,104.38,106.36,5912521,105.47,1.99,1.3965,0.9,61.94,107.96,107.3,Below,26.47,574.19,0.9595,Bear,Buy,1
2898,2022-02-11,2022,02,February,Friday,JNJ,Johnson & Johnson,Healthcare,Large Cap,252.56,253.3,252.35,253.19,5868136,252.66,0.95,0.2511,0.7,49.78,253.15,251.7,Above,18.54,2600.14,1.1221,Bear,Hold,1
2899,2022-02-11,2022,02,February,Friday,PFE,Pfizer Inc.,Healthcare,Mid Cap,50.72,51.13,50.34,50.5,6548056,50.63,0.79,-0.4248,0.7,56.1,50.82,50.58,Below,34.27,429.82,1.7836,Bear,Sell,0
2900,2022-02-11,2022,02,February,Friday,WMT,Walmart Inc.,Consumer Staples,Large Cap,161.08,162.39,160.54,161.9,2620681,161.71,1.85,0.5104,0.6,54.56,165.73,160.81,Below,35.71,761.31,1.7419,Bear,Buy,1
2901,2022-02-14,2022,02,February,Monday,AAPL,Apple Inc.,Technology,Large Cap,220.1,224.29,219.93,223.58,4207462,222.34,4.36,1.5807,1.3,54.45,228.96,222.55,Below,28.95,2094.44,0.5765,Bear,Strong Buy,1
2902,2022-02-14,2022,02,February,Monday,MSFT,Microsoft Corp.,Technology,Large Cap,302.28,312.56,301.95,310.93,8291392,308.88,10.61,2.8622,1.3,61.41,312.76,313.47,Below,21.28,2847.7,0.4882,Bear,Strong Buy,1
2903,2022-02-14,2022,02,February,Monday,GOOGL,Alphabet Inc.,Technology,Large Cap,5714.33,5739.48,5687.23,5715.02,5340784,5693.34,52.25,0.0121,1.3,48.99,5673.9,5755.9,Above,45.18,30641.76,0.7762,Bear,Hold,1
2904,2022-02-14,2022,02,February,Monday,AMZN,Amazon.com Inc.,Consumer Discretionary,Large Cap,3589.44,3637.77,3577.41,3630.59,6403095,3616.36,60.36,1.1465,1.2,45.71,3653.69,3513.92,Below,26.02,16108.73,0.0519,Bear,Buy,1
2905,2022-02-14,2022,02,February,Monday,JPM,JPMorgan Chase,Financials,Large Cap,182.93,185.26,182.17,184.12,3510939,183.86,3.09,0.6488,1.1,47.49,185.13,189.11,Below,28.66,1365.5,1.5702,Bear,Buy,1
2906,2022-02-14,2022,02,February,Monday,BAC,Bank of America,Financials,Large Cap,45.26,46.23,44.84,45.99,8147370,45.7,1.39,1.6219,1.1,60.31,45.72,45.48,Above,23.42,445.22,2.235,Bear,Strong Buy,1
2907,2022-02-14,2022,02,February,Monday,XOM,ExxonMobil Corp.,Energy,Large Cap,106.36,108.03,106.17,107.71,5519543,107.19,1.86,1.2732,0.9,44.44,107.52,104.8,Above,13.82,915.94,0.9987,Bear,Buy,1
2908,2022-02-14,2022,02,February,Monday,JNJ,Johnson & Johnson,Healthcare,Large Cap,253.19,258.78,252.72,257.92,4011734,256.84,6.06,1.8699,0.7,54.44,259.05,247.69,Below,35.87,2198.53,1.708,Bear,Strong Buy,1
2909,2022-02-14,2022,02,February,Monday,PFE,Pfizer Inc.,Healthcare,Mid Cap,50.5,50.68,50.38,50.4,4610985,50.52,0.3,-0.2028,0.7,41.64,49.86,49.32,Above,23.26,339.61,0.4147,Bear,Hold,0
2910,2022-02-14,2022,02,February,Monday,WMT,Walmart Inc.,Consumer Staples,Large Cap,161.9,167.1,161.49,166.81,4172514,165.16,5.61,3.0328,0.6,52.52,163.26,168.81,Above,24.19,1392.01,0.6837,Bear,Strong Buy,1
2911,2022-02-15,2022,02,February,Tuesday,AAPL,Apple Inc.,Technology,Large Cap,223.58,229.58,221.13,227.99,6248293,226.19,8.45,1.9737,1.3,43.09,230.85,230.4,Below,13.69,1952.44,0.6791,Bear,Strong Buy,1
2912,2022-02-15,2022,02,February,Tuesday,MSFT,Microsoft Corp.,Technology,Large Cap,310.93,318.79,309.38,317.69,5129087,315.52,9.41,2.1731,1.3,57.37,321.79,314.98,Below,38.22,3324.76,0.6135,Bear,Strong Buy,1
2913,2022-02-15,2022,02,February,Tuesday,GOOGL,Alphabet Inc.,Technology,Large Cap,5715.02,5855.01,5703.93,5837.03,4263438,5796.48,151.08,2.1348,1.3,50.8,5605.87,5774.44,Above,11.06,37305.16,0.1055,Bear,Strong Buy,1
2914,2022-02-15,2022,02,February,Tuesday,AMZN,Amazon.com Inc.,Consumer Discretionary,Large Cap,3630.59,3656.38,3553.42,3582.44,8705698,3602.47,102.96,-1.3262,1.2,45.68,3523.3,3667.1,Above,34.12,29663.43,0.4717,Bear,Sell,0
2915,2022-02-15,2022,02,February,Tuesday,JPM,JPMorgan Chase,Financials,Large Cap,184.12,185.77,184.1,185.13,4680768,185.08,1.67,0.5472,1.1,53.82,181.66,189.19,Above,18.75,1720.61,0.9062,Bear,Buy,1
2916,2022-02-15,2022,02,February,Tuesday,BAC,Bank of America,Financials,Large Cap,45.99,46.07,44.79,45.21,8526090,45.37,1.28,-1.7043,1.1,42.92,45.87,43.84,Below,26.01,359.26,2.1388,Bear,Strong Sell,0
